sentence	question	label
S0: All bodies expand with heat and contract with cold; So, the liquid in a thermometer expands or contracts to respond to heat or cold.	Is S0 true or false?	1
S0: a natural mineral rock salt. So, a mineral is described as a natural substance that makes up rocks.	Is S0 true or false?	1
S0: A food chain shows how energy and matter flow from producers to consumers. So, food chains carry energy from producers to consumers.	Is S0 true or false?	0
S0: The disaccharides lactase breaks down lactose (milk sugar). So, double sugars are called disaccharides.	Is S0 true or false?	1
S0: Chromosome Each cell in the body normally carries 46 chromosomes, numbered in pairs from 1 to 23. So, a normal human liver cell has 23 pairs of chromosomes.	Is S0 true or false?	0
S0: The benthos are organisms (animals and plants) that live on the sea floor. So, living things on the ocean floor are known as benthos.	Is S0 true or false?	0
S0: A reading of 7 is neutral (pure water has a pH of 7). So, 7 is the ph of pure water.	Is S0 true or false?	0
S0: Loud sounds become garbled and uncomfortable. So, amplified, it becomes louder happens do the sound during a resonance.	Is S0 true or false?	1
S0: Black and other dark colors absorb more sunlight than light colors. So, when placed in direct sunlight, a black sweater will absorb the most visible light energy.	Is S0 true or false?	0
S0: 1992 Direct Use of the Sun's Energy. So, most of the energy used by living things comes either directly or indirectly from the sun.	Is S0 true or false?	1
S0: anything consisting of two layers. So, the pleura that surrounds the lungs consists of two layers.	Is S0 true or false?	1
S0: Differentiate among pyramids of numbers, biomass, and energy. So, ecological pyramids can demonstrate the decrease in energy, biomass or numbers within an ecosystem.	Is S0 true or false?	1
S0: Further research covers the Casimir-Polder effects, the Zeeman effect in two- and three-electron atomic systems, photoionization of helium and lithium, and interface with nuclear physics. So, lithium has three electrons.	Is S0 true or false?	1
S0: Earth's gravity attracts the asteroids 5. So, gravity attracts the earth to the sun.	Is S0 true or false?	1
S0: a. monosaccharide b. disaccharide c. starch d. carbohydrate e. polysaccharide 3. So, you call the carbohydrate formed when two monosaccharides bond together disaccharide.	Is S0 true or false?	1
S0: Here, Mark seeks shelter under some rocks. So, when it rains, some animals will move to seek shelter.	Is S0 true or false?	1
S0: Deductive Reasoning A system of reasoning based on definitions and premises. So, making a specific statement based on a general principle is the definition of deductive reasoning.	Is S0 true or false?	0
S0: NUTRIENTS Nutrients such as phosphorus and nitrogen, in excessive quantities can case eutrophication problems. So, an excess of fertilizers and other nutrients causes eutrophication to occur.	Is S0 true or false?	0
S0: Gather young fiddleheads in the early spring, as soon as they first appear. So, the first leaves of most ferns appear curled up into fiddleheads.	Is S0 true or false?	1
S0: This mucus clogs air passages and makes breathing difficult. So, narrow air passages make breathing difficult due to respiratory system disease.	Is S0 true or false?	1
S0: Example - suppressed startle reflex to repeated presentation of a loud sound. So, the sound in a loud classroom is an example of a form of energy.	Is S0 true or false?	1
S0: HOW CLOUDS ARE FORMED Clouds are masses of water droplets or ice crystals that are suspended in the air. So, clouds are formed from water droplets.	Is S0 true or false?	0
S0: Weight is a measure of the downward force gravity exerts on an object. So, weight is the measure of the force of gravity pulling down on an object.	Is S0 true or false?	0
S0: BRONZE Primarily an alloy of copper and tin but the name is now applied to other alloys not containing tin; So, bronze is an alloy of copper and tin.	Is S0 true or false?	0
S0: moss A group of terrestrial, nonvascular plants; So, moss is best classified as a nonvascular plant.	Is S0 true or false?	0
S0: Neptune is the eighth planet from the Sun and orbits it every 165 years at a distance of 4.5 billion kilometers. So, the eighth planet from our sun is neptune.	Is S0 true or false?	0
S0: autosomes any chromosome other than a sex chromosome . So, autosomes is another term for body chromosomes.	Is S0 true or false?	0
S0: Many bird species, including seven species of penguin breed in the British Antarctic Territories. So, birds live and breed on seven of the continents.	Is S0 true or false?	1
S0: That's about as hot as the surface of the sun! So, the surface of the sun is much hotter than almost anything on earth.	Is S0 true or false?	1
S0: In Colombia there are 32 terrestrial biomes and 314 types of ecosystems. So, terrestrial biomes are classified by climatic factors and types of primary producers.	Is S0 true or false?	1
S0: CV, central cell vacuole; So, the cell sap is the liquid inside the central vacuole.	Is S0 true or false?	1
S0: Generally, fats provide about nine calories per gram, while the same amount of protein or carbohydrate provides just four calories. So, one gram of proteins provides four calories of energy.	Is S0 true or false?	0
S0: Artificial Selection Selective breeding as practiced by humans on domesticated plants and animals. So, humans create different breeds of organisms using artificial selection.	Is S0 true or false?	0
S0: Species interactions in communities are important factors in natural selection. So, community interactions are important factors in natural selection.	Is S0 true or false?	0
S0: The most common cause is diabetes, both Type 1 and Type 2. So, type 2 is the more common type of diabetes.	Is S0 true or false?	1
S0: Bacteria are by far the most numerous lifeform on this planet. So, bacteria are the most numerous species on the planet.	Is S0 true or false?	0
S0: Deuterium atoms and ordinary hydrogen atoms have one electron. So, there are one electrons in the hydrogen atom.	Is S0 true or false?	0
S0: Autotrophs can be photoautotrophs or chemoautotrophs. So, photoautotrophs and chemoautotrophs are two basic types of autotrophs.	Is S0 true or false?	0
S0: The white cloud is actually water droplets. So, clouds are formed from water droplets.	Is S0 true or false?	0
S0: Chaos Theory A great explanation of chaos theory. So, a theory is another name for a broad explanation that is supported by a great deal of evidence.	Is S0 true or false?	1
S0: a fundamental principle of classical physics that matter cannot be created or destroyed So, matter cannot be created or destroyed in a chemical reaction.	Is S0 true or false?	0
S0: Carnivores feed on other animals (or another type of consumer) and are secondary or tertiary consumers. So, you call an animal that feeds on other animals a(n) carnivore.	Is S0 true or false?	0
S0: Carbon's four valence electrons then half-fill each of the four orbitals. So, four valence electrons can be found in a carbon atom.	Is S0 true or false?	0
S0: Germination rates slowed with decreasing water potential. So, as the temperature of water decreases, the water molecules slow down.	Is S0 true or false?	1
S0: The thermosphere (upper atmosphere) is the layer of the Earth's atmosphere directly above the mesosphere and directly below the exosphere. So, thermosphere is the upper-most atmosphere.	Is S0 true or false?	0
S0: Physical Sciences (Chemistry and Physics), 63. So, chemistry and physics are fields in physical.	Is S0 true or false?	0
S0: Work is defined as force acting on an object in the direction of motion. So, work is done only if a force is exerted in the direction of motion.	Is S0 true or false?	0
S0: Speed, Frequency and Wavelength in Light Waves. So, the product of a wave's wavelength and its frequency is its speed.	Is S0 true or false?	1
